Signature ID,Percent Overlap (P605_H_p),adj p-val (P605_H_p),Overlap (P605_H_p),Score (P605_H_p)
PATH-NP_IL33_PATHWAY,28.8,0.0697988806,Q16539;Y182-p;u|Q16539;T180-p;u|P15336;T71-p;u|P45983;T183-p;u|P62753;S235-p;u|P27361;T202-p;u|P40763;Y705-p;u|Q13469;S53-p;u|P62753;S236-p;u|P27361;Y204-p;u|P36507;S226-p;u|O43524;T32-p;u|P49841;S9-p;u|P36507;S222-p;u|P49841;Y216-p;u,2.8122000694
PATH-NP_IL11_PATHWAY,58.8,0.3632302893,P62753;S235-p;u|P27361;T202-p;u|P40763;Y705-p;u|P62753;S236-p;u|P28482;T185-p;u|P27361;Y204-p;u|P23443;S447-p;u|P23443;T444-p;u|P28482;Y187-p;u|P40763;S727-p;u,1.6568000317
PATH-NP_GLP1_PATHWAY,42.9,0.7324104085,Q92934;S118-p;u|P45983;T183-p;u|P62753;S235-p;u|P62753;S236-p;u|P62753;S240-p;u|P06493;Y15-p;u|P35222;S675-p;u|P04049;S259-p;u|P06400;S807-p;u|P06400;S811-p;u|P06400;S780-p;u|P49841;S9-p;u|P35611;S726-p;u|P49841;Y216-p;u|P40763;S727-p;u,-0.7136999965
PATH-NP_EGFR1_PATHWAY,12.3,0.4198237406,Q16539;Y182-p;u|P17535;S100-p;u|Q13541;S65-p;u|P50552;Y39-p;u|Q13541;T70-p;u|Q15464;Y268-p;u|P49023;S85-p;u|P27361;T202-p;u|P40763;Y705-p;u|P05412;S63-p;u|P16144;S1494-p;u|O15357;S1003-p;u|P00533;S991-p;u|P29597;Y292-p;u|Q8TEW0;Y1080-p;u|Q13671;Y36-p;u|O00401;Y256-p;u|P08670;Y61-p;u|Q9H422;Y359-p;u|Q13191;Y889-p;u|P05556;Y783-p;u|P06493;Y15-p;u|P29401;Y275-p;u|P27986;Y580-p;u|Q06124;Y580-p;u|P49023;Y118-p;u|P42345;S2481-p;u|P29317;Y772-p;u|P06733;Y44-p;u|P27361;Y204-p;u|P00533;T693-p;u|P11216;Y197-p;u|Q9Y4H2;Y675-p;u|P28482;Y187-p;u|O95297;Y263-p;u|P05388;Y24-p;u|Q68CZ2;S776-p;u|P06493;T14-p;u|Q99569;Y1168-p;u|P04049;S259-p;u|P45984;Y185-p;u|Q13627;Y321-p;u|P16333;Y105-p;u|P06493;Y19-p;u|P49023;Y88-p;u|P46783;Y12-p;u|P60709;Y198-p;u|Q05639;Y29-p;u|P15880;Y133-p;u|Q05639;Y141-p;u|Q13523;Y849-p;u|Q8TEW0;Y489-p;u|P00338;Y239-p;u|Q68CZ2;Y780-p;u|P49841;S9-p;u|P18669;Y92-p;u|Q14185;Y1811-p;u|Q9H792;Y531-p;u|Q9H792;Y635-p;u|P49841;Y216-p;u|P40763;S727-p;u,1.5205999613
PATH-NP_CRH_PATHWAY,66.7,0.0086052632,Q13085;S80-p;u|Q16539;Y182-p;u|Q16539;T180-p;u|Q01970;S537-p;u|P45983;T183-p;u|P27361;T202-p;u|P45984;T183-p;u|P28482;T185-p;u|P27361;Y204-p;u|P28482;Y187-p;u|P45984;Y185-p;u|P49841;S9-p;u,4.304500103
PATH-NP_AGE_RAGE_PATHWAY,36.7,0.0131833575,Q16539;Y182-p;u|Q16539;T180-p;u|P45983;T183-p;u|P27361;T202-p;u|P40763;Y705-p;u|P45984;T183-p;u|P28482;T185-p;u|P27361;Y204-p;u|P28482;Y187-p;u|P45984;Y185-p;u|O43524;T32-p;u,3.890599966
PATH-BI_ISCHEMIA,65.4,0.0358532975,Q9Y580;S136-p;u|Q9HC52;S256-p;u|Q9H788;S315-p;u|O75113;S300-p;u|Q9Y4A5;S2051-p;u|Q86U86;S948-p;u|P04792;S82-p;u|O95453;S557-p;u|Q13263;S473-p;u|O75152;S290-p;u|P04792;S15-p;u|P18615;S51-p;u|Q86UE4;S298-p;u|O00231;S14-p;u|P52272;S637-p;u|Q9H307;S66-p;u|Q16539;Y182-p;u|P49815;S1254-p;u|Q9HA47;S253-p;u|O75569;S18-p;u|Q8WWQ0;S1315-p;u|P49790;S516-p;u|Q13263;S489-p;u|Q14847;S146-p;u|Q7LBC6;S798-p;u|Q8NFC6;S635-p;u|Q92615;S568-p;u|P35658;S1023-p;u|P43243;S188-p;u|Q9H410;S109-p;u|P53367;S132-p;u|P78347;S103-p;u|Q8WYP5;S1232-p;u|Q9BWH2;S151-p;u|Q86UU1;S430-p;u|Q96D71;S272-p;u|Q15596;S771-p;u|Q92609;S522-p;u|Q5VT52;S1099-p;u|Q96N67;S452-p;u|Q86VR2;S26-p;u|O14617;S658-p;u|P42345;S1261-p;u|Q14814;S121-p;u|Q9NUQ3;S105-p;u|P18615;S115-p;u|Q9UHB6;S604-p;u|Q9UKV3;S825-p;u|Q09666;S135-p;u|P27361;T202-p;u|Q09666;S3426-p;u|Q13433;S478-p;u|Q9HCH0;S767-p;u|P22626;S212-p;u|P27816;S825-p;u|Q9H3N1;S270-p;u|P16220;S128-p;u|P48651;S11-p;u|Q9BTC0;S1456-p;u|P16949;S25-p;u|P19021;S918-p;u|P10398;S186-p;u|O60784;T164-p;u|Q9BTU6;S462-p;u|P18615;S131-p;u|Q05655;S304-p;u|Q8ND82;S80-p;u|Q8WXX5;S109-p;u|Q9H3Q1;S174-p;u|Q9Y6G9;S516-p;u|Q9Y2W1;S248-p;u|Q96TA1;S696-p;u|O75448;S862-p;u|Q96TA1;S692-p;u|Q14318;S296-p;u|O60343;S566-p;u|P27361;Y204-p;u|P00533;T693-p;u|Q7Z6Z7;S3116-p;u|P22681;S619-p;u|Q68CZ2;S1154-p;u|Q9ULH7;S921-p;u|Q7Z4H7;T584-p;u|Q5SNT2;S454-p;u|Q6P4R8;S298-p;u|Q15418;T573-p;u|Q14966;S383-p;u|P49792;S1509-p;u|Q9Y2W1;S253-p;u|P51610;S666-p;u|P10398;T181-p;u|Q9C0C2;S1029-p;u|Q05209;S449-p;d|Q09666;S379-p;d|Q9Y520;T2682-p;d|P27816;S941-p;d|Q9Y520;T2673-p;d|Q9H792;S1217-p;d|Q9Y5K6;S458-p;d|Q8IZ21;S291-p;d|P55196;S216-p;d|Q04637;S1077-p;d|Q13586;S575-p;d|O75113;T242-p;d|Q04726;T328-p;d|Q9UJU6;T291-p;d,3.1013998985
KINASE-PSP_Src/SRC,2.3,0.5756231517,Q9NRY4;Y1105-p;u|P40763;Y705-p;u|O95297;Y241-p;u|P06493;Y15-p;u|Q14247;Y334-p;u|P07355;Y24-p;u|O95297;Y263-p;u|P49023;Y88-p;u|P00338;Y10-p;u|Q99504;S438-p;u|Q05397;Y925-p;u|P56945;Y128-p;u|P49841;Y216-p;u,-1.0669000149
KINASE-PSP_SGK1,39.6,0.0305836139,Q6R327;T1135-p;u|Q9UN36;S332-p;u|O60343;S341-p;u|Q9Y2V2;S52-p;u|P49815;S981-p;u|Q92597;S330-p;u|O60343;S666-p;u|Q92597;T366-p;u|O60343;S570-p;u|P49815;S1132-p;u|Q96J92;S1217-p;u|Q96PU5;S342-p;u|Q92597;T328-p;u|O60343;S588-p;u|P49841;S9-p;u|P49815;T1462-p;u|P49815;S939-p;u|Q96PU5;S448-p;u|O60343;T642-p;u|P49841;Y216-p;u|O60343;S318-p;u,-3.9637999535
KINASE-PSP_ROCK1,14.9,0.9733898611,Q14160;S1508-p;u|P08670;S72-p;u|P24844;S20-p;u|Q9NRY4;S1150-p;u|O14974;T696-p;u|Q14CB8;S422-p;u|O60237;T646-p;u|P61587;S218-p;u|Q9UPT6;S365-p;u|Q14160;S1378-p;u,0.0665000007
KINASE-PSP_PRKD1,25.6,0.2801050014,P04792;S82-p;u|P53367;S132-p;u|Q92934;S118-p;u|Q9Y5P4;S132-p;u|Q9GZY8;S155-p;u|P27986;S154-p;u|P05412;S63-p;u|O14558;S16-p;u|Q15139;S910-p;u|Q8WUI4;S486-p;u|P23528;S3-p;u|Q92934;S99-p;u|O96013;S474-p;u|Q8WYL5;S937-p;u|Q15276;S407-p;u|Q8WUI4;S155-p;u|P22059;S240-p;u|O96013;S99-p;u|Q13671;S351-p;u|A6ND36;S356-p;u,1.9419000149
KINASE-PSP_PLK1,9.9,0.3691578234,Q96CV9;S177-p;u|Q15435;S24-p;u|Q15435;S27-p;u|Q7L2Z9;S249-p;u|P62826;S135-p;u|Q9BVS4;S380-p;u|Q7L2Z9;S138-p;u|Q9H1A4;S355-p;u|Q15435;S47-p;u|Q15013;S102-p;u|Q9H1A4;S688-p;u|Q9H0H5;S214-p;u|Q9H1A4;T291-p;u|P08670;S83-p;u|O75170;S289-p;u|P30305;S353-p;u|Q53EZ4;S436-p;u|Q9H1A4;S377-p;u|P30260;S426-p;u|P36507;S226-p;u|P30260;S435-p;u|O95251;S57-p;u|Q96T23;S1359-p;u|P08670;S339-p;u|Q12888;S1618-p;u|Q9H1A4;T530-p;u|P30622;S195-p;u|P08670;S56-p;u|Q9UBW7;S305-p;u|P36507;S222-p;u,1.5781999826
KINASE-PSP_PKCZ/PRKCZ,11.7,0.2410800682,P35222;S45-p;u|P46937;S109-p;u|O43175;T78-p;u|P08670;S39-p;u|P08670;S34-p;u|P53004;S230-p;u|P49841;S9-p;u|P35568;S323-p;u|P08670;S56-p;u|P29317;S892-p;u|P35611;S726-p;u,-2.0826001167
KINASE-PSP_PKCI/PRKCI,25.5,0.7915867361,P17480;S412-p;u|Q92934;S118-p;u|Q92934;S99-p;u|P08670;S39-p;u|P08670;S34-p;u|Q8TEW0;S827-p;u|O15498;S174-p;u|Q15910;T487-p;u|Q14247;S261-p;u|P50613;T170-p;u|P08670;S56-p;u|Q13464;S1341-p;u,-0.5885999799
KINASE-PSP_PKCE/PRKCE,16.7,0.4265365752,Q92934;S118-p;u|Q9BZL6;S710-p;u|Q92934;S99-p;u|P46940;S1443-p;u|P05556;T789-p;u|O60716;S268-p;u|Q02156;S368-p;u|P05556;T788-p;u|P78536;T735-p;u|Q5JXC2;S303-p;u|P40763;S727-p;u,-1.4635000229
KINASE-PSP_PKCD/PRKCD,16.3,0.0218875502,P62753;S235-p;u|O95544;S64-p;u|P62753;S236-p;u|Q05655;S304-p;u|P51398;S280-p;u|Q05655;S503-p;u|P23396;T221-p;u|P35568;S307-p;u|Q05655;T141-p;u|Q14247;S405-p;u|O00429;S616-p;u|Q05655;S645-p;u|P53004;S230-p;u|P49841;S9-p;u|P35568;S323-p;u|P78536;T735-p;u|P04406;S241-p;u|Q9UQ13;T71-p;u|P49815;S939-p;u|P35611;S726-p;u|P02545;S22-p;u|P40763;S727-p;u,-4.2311000824
KINASE-PSP_PKCA/PRKCA,6,0.9474196809,Q05209;S435-p;u|Q16875;S461-p;u|P37802;S185-p;u|Q14315;S2624-p;u|P52565;S34-p;u|P81274;S408-p;u|P16144;S1494-p;u|Q9BZL6;S710-p;u|P37802;T180-p;u|P08670;S5-p;u|Q92879;S179-p;u|P46940;S1443-p;u|P02786;S24-p;u|P05556;S785-p;u|P08670;S10-p;u|P36542;S146-p;u|Q05193;S778-p;u|Q02156;S368-p;u|Q9UKF7;S299-p;u|O75955;S315-p;u|P21731;S331-p;u|P49841;S9-p;u|P78536;T735-p;u|Q9UQ13;T71-p;u|P29317;S892-p;u|Q9Y624;S284-p;u|Q9H3Q1;S18-p;u|P35611;S726-p;u,0.1264999956
KINASE-PSP_PKACA/PRKACA,14.7,0.0218875502,P04792;S82-p;u|P37802;S163-p;u|O00231;S14-p;u|Q9Y6Q9;S857-p;u|Q15054;S458-p;u|Q9UMX1;S346-p;u|Q05209;S435-p;u|Q14847;S146-p;u|Q16875;S461-p;u|P50750;S347-p;u|Q92934;S118-p;u|P21333;S2152-p;u|Q9H3Z4;S10-p;u|P35222;S45-p;u|Q14738;S573-p;u|Q13185;S93-p;u|P09874;S782-p;u|Q96RR4;S495-p;u|Q9P289;T178-p;u|Q14738;S75-p;u|P08670;S72-p;u|P54253;S775-p;u|Q16891;S528-p;u|Q7KZI7;S409-p;u|P16949;S16-p;u|P13612;S1021-p;u|Q9UH99;S12-p;u|O14558;S16-p;u|Q9H2G2;S189-p;u|O75151;S899-p;u|Q02952;S627-p;u|Q92934;S99-p;u|Q9UH99;S116-p;u|O75151;S1056-p;u|P35240;S518-p;u|P50402;S49-p;u|Q9Y2K6;S333-p;u|Q13535;S435-p;u|Q9Y2K2;S551-p;u|P17612;T198-p;u|P08670;S39-p;u|P31323;S114-p;u|P56524;S265-p;u|P56524;S266-p;u|Q92597;S330-p;u|P08670;S73-p;u|P35222;S675-p;u|P27708;S1859-p;u|P06241;S21-p;u|Q00536;S12-p;u|Q15149;S4642-p;u|P07384;S474-p;u|Q7Z589;T207-p;u|Q68EM7;S702-p;u|P35222;S552-p;u|Q13563;S829-p;u|P27708;S1406-p;u|Q13200;S361-p;u|Q9NXR1;S306-p;u|Q00536;S119-p;u|P05549;S239-p;u|Q14289;S778-p;u|P04049;S259-p;u|O94763;S372-p;u|O60825;S466-p;u|P11137;S1782-p;u|P16949;S63-p;u|Q00536;S110-p;u|Q8N5S9;S475-p;u|Q92597;T366-p;u|Q15052;S684-p;u|Q96PU5;S342-p;u|Q9Y2K2;S626-p;u|P12931;S17-p;u|P21731;S331-p;u|Q96RR4;S511-p;u|P21980;S216-p;u|P06400;S780-p;u|P49841;S9-p;u|Q06210;S205-p;u|P04049;S621-p;u|Q07352;S54-p;u|Q12802;S1565-p;u|Q9Y2K2;T469-p;u|P27448;T507-p;u|Q96PU5;S448-p;u|P35611;S726-p;u|P16070;S697-p;u|Q00536;S153-p;u,3.7973001003
KINASE-PSP_PAK1,27.3,0.6768382059,Q92934;S118-p;u|P21333;S2152-p;u|Q92934;S134-p;u|P18669;S118-p;u|P16949;S16-p;u|Q13153;S144-p;u|P16949;S38-p;u|P24844;S20-p;u|Q92934;S99-p;u|P35240;S518-p;u|P35222;S675-p;u|Q92974;S886-p;u|P35222;S552-p;u|Q14247;S405-p;u|P50395;S382-p;u|P08670;S56-p;u|Q14247;S113-p;u|Q14247;S418-p;u|Q8IYU2;S385-p;u|Q13153;S204-p;u|Q9Y2X7;S508-p;u,-0.8894000053
KINASE-PSP_p90RSK/RPS6KA1,31.5,0.1601679349,Q8N122;S722-p;u|P23588;S422-p;u|Q96D71;S709-p;u|Q53EL6;S76-p;u|P21333;S2152-p;u|Q53EL6;S457-p;u|P62753;S235-p;u|Q9UN36;S332-p;u|O60343;S341-p;u|P62753;S236-p;u|Q07889;S1161-p;u|P19634;S703-p;u|Q9Y2V2;S52-p;u|Q2M1Z3;S1178-p;u|P30305;S353-p;u|Q96RK0;S301-p;u|O60343;S666-p;u|O60343;S570-p;u|O60343;S588-p;u|P49841;S9-p;u|Q07889;S1134-p;u|O60343;T642-p;u|O60343;S318-p;u,2.2874000072
KINASE-PSP_p70S6K/RPS6KB1,34.6,0.0311527469,P23588;S422-p;u|Q9GZT9;S125-p;u|Q6R327;T1135-p;u|P35568;S527-p;u|Q53EL6;S457-p;u|P62753;S235-p;u|Q9UN36;S332-p;u|P78362;S494-p;u|P62753;S236-p;u|P62753;S240-p;u|Q09161;S22-p;u|P35568;S1101-p;u|P27708;S1859-p;u|P35568;S636-p;u|P35568;S307-p;u|O94763;S372-p;u|P49841;S9-p;u|P35568;S270-p;u,3.5954999924
KINASE-PSP_P38A/MAPK14,15,0.5756231517,Q13263;S473-p;u|P15336;T71-p;u|Q02078;S494-p;u|P38936;S130-p;u|P49023;S85-p;u|Q02078;S98-p;u|Q9GZY8;S155-p;u|Q00613;S303-p;u|Q969V6;S333-p;u|Q00613;S307-p;u|O43684;S211-p;u|Q13309;S64-p;u|Q96L92;S51-p;u|O43524;S294-p;u|P41212;S22-p;u|P27816;S696-p;u|P00533;T693-p;u|Q15672;S68-p;u|Q02078;S408-p;u|P61371;S269-p;u|Q9UKV8;S387-p;u|O60381;S402-p;u|P06400;S249-p;u|Q9NRR4;S355-p;u|P06400;T252-p;u|P42677;S27-p;u|Q15746;S947-p;u|P42566;S796-p;u|P53667;S310-p;u|Q96I25;T71-p;u|P78536;T735-p;u|Q96I25;S222-p;u|P40763;S727-p;u,1.1332999468
KINASE-PSP_mTOR/MTOR,39.5,0.1600699301,Q9H4A3;S2032-p;u|Q96F24;S113-p;u|Q13541;S65-p;u|O95817;S289-p;u|Q13541;T70-p;u|P51397;S51-p;u|Q8NHG8;S145-p;u|P62753;S235-p;u|O95817;T285-p;u|Q00613;S303-p;u|Q9UQ35;S1329-p;u|P19484;S122-p;u|Q16513;T958-p;u|Q9H1K1;S14-p;u|P62753;S236-p;u|Q9P2Y5;S550-p;u|O75385;S638-p;u|Q9H5H4;S139-p;u|Q9HB90;T394-p;u|P10275;S96-p;u|Q6PKG0;S766-p;u|Q9UPY5;S26-p;u|Q9Y2J4;S759-p;u|Q9P2Y5;S571-p;u|Q9H063;S75-p;u|Q9H8M2;S588-p;u|Q13322;S428-p;u|P42345;S2481-p;u|Q8IYB3;T572-p;u|Q8IYB3;T574-p;u|O75179;S2047-p;u|Q86TB9;S184-p;u|Q8N122;S863-p;u|O75385;S758-p;u|P35568;S636-p;u|Q96B36;S183-p;u|P55199;S309-p;u|Q9UQ35;S1318-p;u|P42345;S2478-p;u|Q9P2Y5;S498-p;u|Q86TB9;S179-p;u|Q8TB45;S265-p;u|Q9H063;S60-p;u|Q13322;S476-p;u|P23921;S631-p;u|O00418;S74-p;u|Q9H063;S68-p;u|Q6PKG0;S774-p;u|Q9BRS8;S409-p;u,2.348099947
KINASE-PSP_MARK2,40,0.4198237406,Q7L804;S227-p;u|Q9UQB8;S366-p;u|Q8TEW0;S144-p;u|Q9NQT8;S1410-p;u|Q9NQT8;S1381-p;u|P46939;S1258-p;u|Q8WUI4;S155-p;u|Q92974;S172-p;u|Q8TEW0;S873-p;u|P56524;S246-p;u,1.5586999655
KINASE-PSP_MAPKAPK2,25,0.0086052632,Q9Y580;S136-p;u|Q13151;S84-p;u|P04792;S82-p;u|O95453;S557-p;u|Q13263;S473-p;u|P04792;S15-p;u|P18615;S51-p;u|P49815;S1254-p;u|Q8N5C8;S506-p;u|Q13546;S320-p;u|Q16875;S461-p;u|Q9UPN4;S47-p;u|Q9UPN4;S78-p;u|P18615;S115-p;u|Q969V6;S333-p;u|P30305;S353-p;u|Q9UKV8;S387-p;u|P30307;S216-p;u|Q07352;S54-p;u,7.2128000259
KINASE-PSP_JNK1/MAPK8,15.5,0.7847261434,P17535;S100-p;u|Q9NRA8;S587-p;u|Q9NRA8;S752-p;u|P17275;T104-p;u|P15336;T71-p;u|P38936;S130-p;u|P05412;S63-p;u|Q6SZW1;S548-p;u|Q9NRA8;S513-p;u|Q53GS7;S88-p;u|P61978;S216-p;u|P37231;S112-p;u|Q9UGP4;S272-p;u|Q8N122;S863-p;u|Q15672;S68-p;u|Q8N122;S696-p;u|Q7KZF4;T103-p;u|P30307;S168-p;u|Q99607;S641-p;u|Q96I25;T71-p;u|Q96EB6;S47-p;u|Q96EB6;S27-p;u|Q96I25;S222-p;u|P40763;S727-p;u|Q14934;S213-p;u,0.5802999735
KINASE-PSP_HIPK2,26.7,0.7457919818,P57682;S111-p;u|P17096;S36-p;u|P29590;S8-p;u|P57682;S250-p;u|P57682;S92-p;u|P57682;S71-p;u|Q9UBP0;S268-p;u|P51608;S80-p;u|P16220;S257-p;u|O15297;S85-p;u|P29590;S36-p;u|Q9P1Z0;T795-p;u|P17096;T53-p;u|Q04724;S286-p;u|Q9H2X6;S827-p;u|Q96EB6;S27-p;u,0.709100008
KINASE-PSP_GSK3B,11.3,0.3632302893,Q8N122;S722-p;u|P17275;T255-p;u|Q13541;S65-p;u|Q14103;S83-p;u|Q13541;T70-p;u|Q8N122;S877-p;u|P58012;S33-p;u|Q00613;S303-p;u|Q9BYG3;S230-p;u|Q15691;S155-p;u|Q9UKA4;T1136-p;u|Q14195;T509-p;u|Q53GS7;S88-p;u|P16401;T11-p;u|P23246;T687-p;u|Q01518;S308-p;u|Q14195;S518-p;u|P13051;T60-p;u|Q6R327;S1235-p;u|Q8N122;S863-p;u|Q16584;S793-p;u|O75581;S1490-p;u|O00429;S616-p;u|Q01518;S310-p;u|Q16555;T514-p;u|Q02156;S346-p;u|Q16555;S518-p;u|P14618;T328-p;u|Q9UKT5;S12-p;u|Q9NYF8;S531-p;u|P11831;S224-p;u|Q92993;S86-p;u|Q92993;S90-p;u|Q96IG2;T417-p;u|O15516;S427-p;u|Q9UKC9;T404-p;u|Q16555;T509-p;u|Q15746;S1776-p;u|P49841;Y216-p;u|P40763;S727-p;u|Q9BXF6;S188-p;u,-1.6691000462
KINASE-PSP_ERK2/MAPK1,21.8,0.4926790301,Q96FF9;S209-p;u|Q9UKX7;S221-p;u|P49790;S516-p;u|Q13541;S65-p;u|P49790;S338-p;u|Q09472;S1038-p;u|P15336;T71-p;u|Q13541;T70-p;u|P61978;S284-p;u|Q3V6T2;S237-p;u|Q02750;T286-p;u|P38936;S130-p;u|P11388;S1247-p;u|Q96FF9;S79-p;u|Q9NRF2;S96-p;u|P14921;T38-p;u|Q3V6T2;S233-p;u|P41182;S343-p;u|P24941;T160-p;u|P49790;S257-p;u|P05412;S63-p;u|P49407;S412-p;u|Q9H0F6;S165-p;u|Q9BTL3;S36-p;u|P49790;T369-p;u|Q05209;S571-p;u|Q969V6;S454-p;u|O94953;S566-p;u|P49790;S334-p;u|P49790;S320-p;u|Q02750;T292-p;u|Q8IZP0;S183-p;u|C9JLW8;S21-p;u|Q53EZ4;S428-p;u|P49790;T413-p;u|Q53GS7;S88-p;u|Q02224;S2639-p;u|O43524;S294-p;u|Q8IZP0;S225-p;u|Q13614;S58-p;u|P19634;S785-p;u|Q92974;T679-p;u|Q15788;S395-p;u|Q02224;S2654-p;u|Q07889;S1167-p;u|P37231;S112-p;u|Q86U44;S43-p;u|Q13586;S608-p;u|P00533;T693-p;u|Q13127;S864-p;u|Q07889;S1178-p;u|P23443;S447-p;u|Q86U44;S50-p;u|Q9H8Y8;T225-p;u|P23443;T444-p;u|O00562;T1223-p;u|P49815;S664-p;u|P19634;S693-p;u|Q8N122;S863-p;u|Q15672;S68-p;u|P42702;S1044-p;u|P11388;S1393-p;u|Q8N122;S696-p;u|P35568;S636-p;u|Q09472;S2315-p;u|Q13586;S575-p;u|P41182;S333-p;u|Q9H8Y8;T222-p;u|P14618;S37-p;u|O94953;T1065-p;u|Q14247;S405-p;u|Q9NRA0;S387-p;u|O00429;S616-p;u|Q8IZP0;S216-p;u|Q15648;T1032-p;u|O60716;T310-p;u|Q15746;S1779-p;u|Q15418;T573-p;u|Q9UPT5;S250-p;u|Q9NRZ9;S503-p;u|Q13322;S476-p;u|Q96I25;T71-p;u|P62070;S186-p;u|Q15554;S365-p;u|Q15366;S189-p;u|P78536;T735-p;u|P11388;S1213-p;u|Q96I25;S222-p;u|Q14247;S418-p;u|P35611;S358-p;u|P00558;S203-p;u|P33981;S821-p;u|Q9Y6W5;S308-p;u|P40763;S727-p;u|Q9Y613;S498-p;u|P50548;T526-p;u,1.2742999792
KINASE-PSP_ERK1/MAPK3,24.7,0.0987318841,Q96FF9;S209-p;u|Q9UKX7;S221-p;u|P49790;S516-p;u|Q13541;S65-p;u|P49790;S338-p;u|O95817;S289-p;u|Q9UHB6;S362-p;u|Q09472;S1038-p;u|P15336;T71-p;u|P61978;S284-p;u|Q02750;T286-p;u|P38936;S130-p;u|P11388;S1247-p;u|Q96FF9;S79-p;u|Q9NRF2;S96-p;u|Q9UHB6;S604-p;u|O95817;T285-p;u|Q05682;S759-p;u|P16949;S25-p;u|P41182;S343-p;u|Q00613;S307-p;u|P24941;T160-p;u|P49790;S257-p;u|P05412;S63-p;u|Q13950;S28-p;u|P49407;S412-p;u|Q9H0F6;S165-p;u|Q9BUB5;T385-p;u|P49790;T369-p;u|O15525;S124-p;u|Q05209;S571-p;u|Q969V6;S454-p;u|P49790;S334-p;u|P49790;S320-p;u|Q02750;T292-p;u|Q8IZP0;S183-p;u|C9JLW8;S21-p;u|Q9UJY1;T87-p;u|P16949;S38-p;u|P49790;T413-p;u|Q53GS7;S88-p;u|Q9UHB6;S374-p;u|O95817;S377-p;u|Q9UJY1;S24-p;u|O43524;S294-p;u|Q8IZP0;S225-p;u|Q13614;S58-p;u|Q92974;T679-p;u|P27824;S583-p;u|Q16584;S705-p;u|P56192;S825-p;u|Q86U44;S43-p;u|P27361;Y204-p;u|P00533;T693-p;u|Q13127;S864-p;u|Q86U44;S50-p;u|Q9H8Y8;T225-p;u|P04049;S301-p;u|P49815;S664-p;u|Q8N122;S863-p;u|P04049;S296-p;u|Q15672;S68-p;u|P42702;S1044-p;u|P11388;S1393-p;u|Q8N122;S696-p;u|Q13950;S275-p;u|P10301;S201-p;u|P41182;S333-p;u|P56192;S209-p;u|Q9H8Y8;T222-p;u|P14618;S37-p;u|Q14247;S405-p;u|Q9NRA0;S387-p;u|O75581;S1490-p;u|O00429;S616-p;u|Q8IZP0;S216-p;u|Q15648;T1032-p;u|Q15746;S947-p;u|P53004;S230-p;u|O60716;T310-p;u|Q15746;S1779-p;u|Q9UPT5;S250-p;u|P62070;S186-p;u|Q15366;S189-p;u|P63000;T108-p;u|P78536;T735-p;u|P11388;S1213-p;u|Q14247;S418-p;u|Q15796;T8-p;u|P20339;S123-p;u|Q16584;S758-p;u|P33981;S821-p;u|P15056;S151-p;u|P40763;S727-p;u|Q9Y613;S498-p;u,2.8445000648
KINASE-PSP_CK2A1/CSNK2A1,6,0.0606197034,Q96IZ0;S231-p;u|P51636;S36-p;u|P20042;S67-p;u|P49736;S41-p;u|Q8NE71;S109-p;u|P40692;S477-p;u|P05455;S366-p;u|P05114;S8-p;u|Q14676;S376-p;u|Q8N6T7;S338-p;u|Q8TEA8;S197-p;u|P49736;S139-p;u|Q15596;S493-p;u|P05114;S89-p;u|P0DP23;S102-p;u|P20042;S2-p;u|P27540;S77-p;u|Q8TEA8;S205-p;u|Q99808;S254-p;u|P11717;S2409-p;u|P11388;S1377-p;u|P08238;S226-p;u|Q8NE71;S140-p;u|P08238;S255-p;u|Q9UQE7;S1067-p;u|P49736;S27-p;u|Q15596;S469-p;u|P35579;S1943-p;u|P08473;S6-p;u|O75822;S127-p;u|Q15019;S218-p;u|P07900;S263-p;u|Q9Y5B0;S740-p;u|Q15596;S499-p;u,2.9333000183
KINASE-PSP_Chk1/CHEK1,25,0.0221973322,Q13263;S473-p;u|O75592;S3478-p;u|O15294;S20-p;u|Q9UJM3;S302-p;u|Q99590;S1127-p;u|Q9Y570;S15-p;u|O14757;S296-p;u|P43243;T150-p;u|O95707;S10-p;u|P18858;S76-p;u|Q5UIP0;S2205-p;u|Q8WWI1;S1510-p;u|Q53H47;S508-p;u|Q9BXB4;S189-p;u|P43243;S4-p;u|Q9NXE8;S337-p;u|Q9UJM3;S251-p;u|P49790;S297-p;u|Q16204;S244-p;u|P25205;S160-p;u|Q7Z2Z1;S865-p;u|Q9UQ84;S746-p;u|O95625;S511-p;u|Q96E09;S37-p;u|Q13439;S71-p;u|Q7Z2Z1;S1045-p;u|Q9NWH9;S748-p;u|Q9Y4F5;S655-p;u|Q13043;T340-p;u|Q9BW19;S26-p;u|Q12888;S1678-p;u|Q92974;S172-p;u|Q96PK6;S618-p;u|Q9H0H5;S203-p;u|O15151;S367-p;u|Q32P44;S176-p;u|Q16204;S240-p;u|Q53F19;S100-p;u|P30307;S216-p;u|P15822;S1749-p;u|Q13470;S502-p;u|O60343;S588-p;u|Q9UQ35;S1497-p;u|Q14004;S437-p;u|Q14186;S23-p;u|Q9HC62;S344-p;u|Q9UQ35;S1499-p;u|Q9GZR7;S82-p;u|P35611;S726-p;u,3.4914000034
