Signature ID,Percent Overlap (P924_H_p),adj p-val (P924_H_p),Overlap (P924_H_p),Score (P924_H_p)
KINASE-iKiP_NEK9,8.7,0.1497354413,Q13263;S501-p;u|O43399;S21-p;u|P30041;S186-p;u|P47914;S142-p;u|P04792;S176-p;u|O14737;S42-p;u|P62854;S54-p;u|P09429;S35-p;u|P11142;S85-p;u|Q9UKX7;S52-p;u|Q07020;S130-p;u|O60841;S66-p;u|P14618;S77-p;u|P47914;T151-p;u|P04406;T153-p;u|P14209;S168-p;u,2.5497000217
KINASE-iKiP_NEK7,10.7,0.0917148362,Q13263;S501-p;u|O60716;S920-p;u|Q9Y5X1;S116-p;u|Q8IY81;S688-p;u|Q8N6T3;S246-p;u|P12270;S1185-p;u|P49792;S2270-p;u|O94888;S288-p;u|P52565;S148-p;u|P11142;S329-p;u|P15531;T94-p;u|P60709;T203-p;u|P11142;S362-p;u|Q8N1F7;S72-p;u|P14618;S100-p;u|P07437;T55-p;u|Q9ULC3;S186-p;u|Q99733;T58-p;u|P14618;S77-p;u|P68371;T55-p;u|P04406;T153-p;u,2.8417999744
KINASE-iKiP_NEK6,7.7,0.7252877264,P11387;S10-p;u|Q9Y5X1;S116-p;u|Q8IY81;S688-p;u|O95292;S156-p;u|P12270;S1185-p;u|O95292;S160-p;u|P11142;S329-p;u|P60709;T203-p;u|Q8N1F7;S72-p;u|Q9ULC3;S186-p;u|P14618;S77-p;u|Q96PK6;S620-p;u|P68371;T55-p;u|P04406;T153-p;u|P07900;S476-p;u,0.7681000233
KINASE-iKiP_NEK4,11.2,0.1142688679,P51957;S661-p;u|O75534;T761-p;u|P52565;S148-p;u|Q9UQ35;T1043-p;u|P60709;T203-p;u|Q86V81;S94-p;u|Q99733;T58-p;u|P47914;T151-p;u|P51957;S461-p;u|P68371;T55-p;u|P04406;T153-p;u|P51957;S639-p;u|P04406;S151-p;u,-2.6689999104
KINASE-iKiP_NEK2,9.5,0.03788523,P07900;T624-p;u|O43399;S21-p;u|O15372;S290-p;u|P62273;S9-p;u|P15880;T285-p;u|P12270;S1185-p;u|P49792;S2270-p;u|Q16555;S540-p;u|Q9UQ35;T1043-p;u|P11142;S329-p;u|P11142;S85-p;u|P15531;T94-p;u|P08238;T616-p;u|O15127;T109-p;u|P11142;S362-p;u|O43175;T78-p;u|Q7KZF4;S150-p;u|P14618;S77-p;u|P08195;S134-p;u,3.5782001019
KINASE-iKiP_NEK1,9.3,0.737637242,P04792;S176-p;u|P15880;T285-p;u|Q9UQ35;T1043-p;u|P15531;T94-p;u|Q07020;S130-p;u|O15127;T109-p;u|O43175;T78-p;u|P07437;T55-p;u|P14618;S77-p;u|P31943;S281-p;u|P10412;T18-p;u|P04406;T153-p;u|P06733;S419-p;u,-0.6796000004
KINASE-iKiP_MOK,30.4,0.6689818328,Q14980;S1862-p;u|Q8IY81;T573-p;u|Q13573;S224-p;u|Q9Y3E2;S81-p;u|P51812;S715-p;u|P50402;S171-p;u|Q9NYM9;S9-p;u|O00116;S65-p;u|Q86VQ1;T350-p;u|Q7KZF4;S781-p;u|Q9UQ35;S2694-p;u|Q9NTJ3;S22-p;u|Q8WZA9;S44-p;u|P54259;S101-p;u|P19338;S563-p;u|P48637;S415-p;u|Q7Z5K2;S221-p;u|Q6Y7W6;S236-p;u|Q96QR8;S23-p;u|Q86WB0;S370-p;u|Q14247;T401-p;u|Q13112;S410-p;u|Q5VSL9;S335-p;u|Q7Z4V5;S652-p;u,0.9846000075
KINASE-iKiP_MINK1,9.3,0.7107605993,P07900;T624-p;u|Q9UQ35;S1152-p;u|P62273;S9-p;u|Q01650;T45-p;u|P08238;T616-p;u|P23396;T242-p;u|O43175;T78-p;u|Q99733;T58-p;u|P31943;S281-p;u|O60716;S230-p;u|O60716;T869-p;u,0.7567999959
KINASE-iKiP_MATK.CTK,16.9,0.5609357442,P85037;S445-p;u|P06744;S107-p;u|Q9H6F5;S91-p;u|P18669;Y92-p;u|Q6PCE3;S175-p;u|Q8TAD8;S35-p;u|Q15121;S116-p;u|Q53EL6;S94-p;u|O94826;S91-p;u|Q9UQ35;S2398-p;u|Q05639;Y29-p;u|Q9UQ35;S876-p;u|Q9UQ35;S1648-p;u|P49023;Y88-p;u,-1.276900053
KINASE-iKiP_MARK4,11,0.6539631419,O60749;S119-p;u|Q92609;S541-p;u|P04792;S176-p;u|O94903;S244-p;u|Q9P260;S180-p;u|P10398;S157-p;u|Q01813;S386-p;u|Q9P265;S203-p;u|P27816;S1073-p;u|Q9H0H5;S257-p;u|O60716;S230-p;u|O76021;S361-p;u|P13798;S187-p;u|Q96PK6;S620-p;u|Q9UJ70;S76-p;u|P08670;S438-p;u|P40818;S718-p;u|Q9UJF2;S803-p;u|P49327;S265-p;u,-0.9822999835
KINASE-iKiP_MARK3,13.6,0.6351953893,O60749;S119-p;u|Q92609;S541-p;u|Q9P260;S180-p;u|P10398;S157-p;u|Q01650;S35-p;u|Q9P265;S203-p;u|P14618;S100-p;u|P27816;S1073-p;u|Q9H0H5;S257-p;u|O60716;S230-p;u|P13798;S187-p;u|Q96PK6;S620-p;u|Q7Z2W4;S492-p;u|P49327;S265-p;u|Q3MII6;S506-p;u,-1.0085999966
KINASE-iKiP_MARK2,13.8,0.6075177399,P31943;S23-p;u|O60749;S119-p;u|Q92609;S541-p;u|P04792;S176-p;u|O94903;S244-p;u|Q9P260;S180-p;u|P10398;S157-p;u|Q15185;S85-p;u|Q3V6T2;S1702-p;u|Q9P265;S203-p;u|O75122;S327-p;u|Q9H0H5;S257-p;u|Q15121;S116-p;u|O60716;S230-p;u|P35579;S1943-p;u|Q9Y5M8;S257-p;u|P22059;S386-p;u|P08670;S438-p;u|Q7Z2W4;S492-p;u|P40818;S718-p;u|Q9UJF2;S803-p;u|P49327;S265-p;u|Q3MII6;S506-p;u,-1.111700058
KINASE-iKiP_MARK1,11.6,0.7073979838,P30041;S186-p;u|O60749;S119-p;u|Q92609;S541-p;u|P04792;S176-p;u|O94903;S244-p;u|Q9P260;S180-p;u|P10398;S157-p;u|Q01650;S35-p;u|Q9P265;S203-p;u|Q9H0H5;S257-p;u|Q15121;S116-p;u|P13798;S187-p;u|P22059;S386-p;u|Q7Z2W4;S492-p;u|P40818;S718-p;u|P49327;S265-p;u,0.8122000098
KINASE-iKiP_MAPKAPK5,19.9,0.0075116279,P04792;S15-p;u|P31943;S23-p;u|P14866;S101-p;u|O75569;S18-p;u|Q09666;T3716-p;u|P19338;S580-p;u|P46013;S308-p;u|O14745;S280-p;u|Q9H3N1;S270-p;u|P29692;S86-p;u|Q92945;S181-p;u|Q9Y6G9;S516-p;u|Q09666;T4100-p;u|Q9H0K1;S587-p;u|Q01650;S35-p;u|Q9NTJ3;S22-p;u|O14745;S290-p;u|Q9C0C2;S1385-p;u|P11142;S362-p;u|P34932;S76-p;u|O95747;S359-p;u|P14618;S77-p;u|Q8NE71;S595-p;u|Q6Y7W6;S236-p;u|P36915;S68-p;u|Q9Y5B9;S650-p;u|Q09666;S93-p;u|P23396;T221-p;u,4.1877999306
KINASE-iKiP_MAPKAPK3,16.8,0.1105218135,Q9Y580;S136-p;u|P04792;S15-p;u|P31943;S23-p;u|O75569;S18-p;u|P19338;S580-p;u|Q96BY7;S497-p;u|Q9UHI6;S268-p;u|Q86WB0;S354-p;u|P29692;S86-p;u|Q9Y6G9;S516-p;u|Q09666;S210-p;u|O14545;S470-p;u|P16333;S85-p;u|P55010;S10-p;u|Q01650;S35-p;u|O76003;S117-p;u|P15056;S446-p;u|O14745;S290-p;u|Q96A57;S24-p;u|O43598;S28-p;u|Q9C0C9;S399-p;u|Q9Y6Y0;S338-p;u|Q9Y5B9;S650-p;u|Q9Y2X7;S592-p;u|Q9UJ70;S76-p;u|Q5SW79;S881-p;u|Q09666;S93-p;u|O95835;S464-p;u,2.6524000168
KINASE-iKiP_MAPKAPK2,22.6,0.0442465753,Q9UKX7;S221-p;u|P04792;S15-p;u|P31943;S23-p;u|P50552;T335-p;u|O75569;S18-p;u|Q9H910;S97-p;u|Q09666;T3716-p;u|A0MZ66;T537-p;u|P46013;S308-p;u|O75391;S158-p;u|Q09666;T4564-p;u|Q9Y6G9;S516-p;u|P51812;S715-p;u|Q09666;S41-p;u|Q15365;S190-p;u|Q9BTL3;S36-p;u|P55010;S10-p;u|Q9BYG3;T238-p;u|P11388;S1247-p;u|Q8N556;S668-p;u|Q9NTJ3;S22-p;u|Q9H5H4;S97-p;u|P15056;S446-p;u|Q9Y4H2;S1203-p;u|Q9BSJ8;S1034-p;u|Q9C0C2;S1385-p;u|Q12888;S552-p;u|Q15121;S116-p;u|Q12888;S380-p;u|Q9NYB0;S203-p;u|Q14160;S504-p;u|Q9C0C2;S601-p;u|P27708;S1038-p;u|Q5SW79;S881-p;u|P24928;S1878-p;u|Q3MII6;S506-p;u,3.116699934
KINASE-iKiP_MAPK9.JNK2,29.8,0.0075116279,Q96E09;S147-p;u|P85037;T436-p;u|Q8WW12;T139-p;u|Q14980;T2000-p;u|O94776;S435-p;u|Q15477;S245-p;u|P14866;S101-p;u|Q9UQ35;S2272-p;u|P52292;S62-p;u|O00151;S130-p;u|O14613;S141-p;u|Q09666;T3716-p;u|Q16643;T346-p;u|P04792;S176-p;u|P23246;T687-p;u|Q09666;T4564-p;u|Q13541;S65-p;u|Q07866;S460-p;u|Q09666;S216-p;u|Q9Y6G9;S516-p;u|Q8NC51;S234-p;u|P05198;T279-p;u|P49023;S106-p;u|P60866;T9-p;u|Q9H2U2;S317-p;u|Q09666;S41-p;u|Q9UQ35;S1404-p;u|Q12888;S1430-p;u|Q9UGP4;S424-p;u|Q12888;S1426-p;u|Q9BYG3;T238-p;u|Q96E09;S143-p;u|A0MZ66;S494-p;u|Q9NTJ3;S22-p;u|O43765;T81-p;u|Q07960;S51-p;u|Q96FZ2;S45-p;u|P22059;T332-p;u|P04083;S37-p;u|O00512;T115-p;u|Q07020;S130-p;u|Q13263;S752-p;u|P15880;T252-p;u|Q96EK9;S184-p;u|Q9BV73;S2229-p;u|Q9NUQ3;S97-p;u|P17980;S376-p;u|P32322;S301-p;u|Q9Y2X7;S362-p;u|Q9UKS6;S319-p;u|P06733;S272-p;u|Q9Y2W2;S237-p;u|Q96AE4;S140-p;u|P49792;T1396-p;u|Q7L2J0;S254-p;u|Q99459;T385-p;u|Q99459;T396-p;u|P27816;S507-p;u|Q15773;S238-p;u|Q9HCD6;S169-p;u|P55209;T62-p;u|P33991;S131-p;u|Q86WB0;S344-p;u|Q9P2E9;S1277-p;u|P06733;S263-p;u|Q15645;S18-p;u|Q86WB0;S370-p;u|Q12888;S380-p;u|Q13200;S16-p;u|P05023;S228-p;u|Q14160;S504-p;u|P27708;S1038-p;u|Q86WB0;S335-p;u|Q09666;S93-p;u|Q9UQ35;T1413-p;u|O75533;T227-p;u|O75533;T223-p;u,4.271299839
KINASE-iKiP_MAPK8.JNK1,29.7,0.1692560438,Q9UKX7;S221-p;u|Q7Z309;S119-p;u|P25789;S13-p;u|P85037;T436-p;u|Q8WW12;T139-p;u|Q13573;S224-p;u|Q14980;T2000-p;u|Q86UE4;T143-p;u|Q15477;S245-p;u|P14866;S101-p;u|Q9H910;S97-p;u|Q9UQ35;S2272-p;u|P52292;S62-p;u|Q09666;T3716-p;u|Q16643;T346-p;u|Q92609;S539-p;u|A0MZ66;T537-p;u|O75391;S158-p;u|P23246;T687-p;u|Q8WXI9;T120-p;u|Q7Z5L9;S175-p;u|P49792;T1144-p;u|P05387;S17-p;u|Q9UQ35;S1320-p;u|Q07866;S460-p;u|Q09666;S216-p;u|Q9Y6G9;S516-p;u|P51812;S715-p;u|Q09666;T4100-p;u|Q13573;S232-p;u|Q92871;S242-p;u|P05198;T279-p;u|P49023;S106-p;u|P60866;T9-p;u|Q7Z5L9;S460-p;u|Q8WXI9;S135-p;u|Q9BYG3;T238-p;u|Q9BXK5;S426-p;u|Q9BTC0;T1469-p;u|O75116;S425-p;u|Q8N556;S668-p;u|Q9UHI6;T552-p;u|Q96E09;S143-p;u|Q96MH2;T46-p;u|Q9NTJ3;S22-p;u|O43765;T81-p;u|Q9H773;S85-p;u|P22059;T332-p;u|P49023;S303-p;u|P04083;S37-p;u|P53396;S481-p;u|O00512;T115-p;u|Q07020;S130-p;u|Q13263;S752-p;u|P15880;T252-p;u|P28715;S384-p;u|Q96EK9;S184-p;u|O75533;S488-p;u|Q9NUQ3;S97-p;u|Q14847;T104-p;u|Q14974;S12-p;u|P23396;T242-p;u|P17980;S376-p;u|Q9Y2X7;S362-p;u|Q15545;S201-p;u|Q9Y2W2;S237-p;u|Q96EN8;S530-p;u|Q9HDC5;S413-p;u|Q8NDC0;S15-p;u|P27816;S507-p;u|Q96MH2;T32-p;u|Q15773;S238-p;u|P78316;S96-p;u|P15374;S130-p;u|P55209;T62-p;u|Q96QK1;S783-p;u|P33991;S131-p;u|Q9UQ35;S1329-p;u|Q9UKN8;S611-p;u|Q14137;T106-p;u|Q13501;S272-p;u|Q12774;S450-p;u|P35269;T389-p;u|Q86WB0;S344-p;u|O75152;S108-p;u|Q9P2E9;S1277-p;u|Q96MH2;S29-p;u|Q68CZ2;S660-p;u|P06733;S263-p;u|Q15645;S18-p;u|O00161;S110-p;u|Q12888;S380-p;u|Q9UNE7;S19-p;u|Q9UNE7;S23-p;u|Q13200;S16-p;u|Q6Y7W6;T382-p;u|Q7Z309;S115-p;u|Q9NYB0;S203-p;u|Q9H6F5;S102-p;u|Q14160;S504-p;u|O43379;S1070-p;u|Q9C0C2;S601-p;u|O75533;T207-p;u|P27708;S1038-p;u|Q14247;S418-p;u|Q86WB0;S335-p;u|Q9UQ35;S1387-p;u|Q12774;S445-p;u|Q9UQ35;T1413-p;u|Q9UKG1;S401-p;u|Q13501;T269-p;u|O75533;T227-p;u|O75533;T223-p;u,2.281899929
KINASE-iKiP_MAPK7.ERK5,23.5,0.7770003667,Q99733;T51-p;u|Q13573;S224-p;u|O00151;S130-p;u|O60749;S119-p;u|O14745;S280-p;u|Q9H6F5;S80-p;u|Q13573;S232-p;u|P60866;T9-p;u|Q9BTL3;S36-p;u|Q9UHI6;T705-p;u|Q99759;S337-p;u|Q7KZF4;S781-p;u|Q9H773;S85-p;u|Q9NQX3;S188-p;u|Q9NQX3;S194-p;u|P23396;T242-p;u|Q9Y2W2;S237-p;u|Q15773;S238-p;u|O15143;S336-p;u|P06733;S263-p;u|O43707;T249-p;u|Q9Y5M8;S257-p;u|Q14160;S504-p;u|P23381;S351-p;u|Q99759;S340-p;u|Q9H6F5;S113-p;u|Q99759;S166-p;u,0.5838000178
KINASE-iKiP_MAPK3.ERK1,30.9,0.119749379,Q9UKX7;S221-p;u|Q7Z309;S119-p;u|P57740;S11-p;u|P85037;T436-p;u|Q99733;T51-p;u|Q8WW12;T139-p;u|P50552;T335-p;u|Q14980;T2000-p;u|Q9C0C2;S1029-p;u|P52292;S62-p;u|Q15003;T49-p;u|Q9NUU7;S85-p;u|P24534;S8-p;u|Q5T6F2;S432-p;u|A0MZ66;T537-p;u|O75391;S158-p;u|P16949;S25-p;u|O14745;S280-p;u|P04792;S176-p;u|Q09666;T4564-p;u|Q09666;T4430-p;u|Q8TAP8;S52-p;u|Q9UQ35;S1320-p;u|Q9Y6G9;S516-p;u|P51812;S715-p;u|Q15018;S280-p;u|Q09666;T4100-p;u|Q7Z417;S629-p;u|Q9C0C2;S1297-p;u|P49023;S106-p;u|O75410;S276-p;u|Q15365;S190-p;u|Q9H501;S198-p;u|Q9BTL3;S36-p;u|Q8WXI9;S135-p;u|Q9BYG3;T238-p;u|Q8N556;S668-p;u|O15446;S285-p;u|Q96EK5;S178-p;u|Q9NTJ3;S22-p;u|P26640;S301-p;u|Q9H773;S85-p;u|P53621;S173-p;u|P04083;S37-p;u|Q13263;S752-p;u|P34932;T538-p;u|Q9NQX3;S188-p;u|Q9NQX3;S194-p;u|Q96EK9;S184-p;u|Q9NUQ3;S97-p;u|P17980;S376-p;u|Q9BSJ8;S1034-p;u|Q13451;S13-p;u|O95747;S359-p;u|P13489;T82-p;u|Q99459;T385-p;u|Q8NDC0;S15-p;u|Q15773;S238-p;u|Q9C0C2;S691-p;u|Q9HCD6;S169-p;u|P55209;T62-p;u|P48637;S415-p;u|Q9UQ35;S1329-p;u|Q13501;S272-p;u|Q8N6T3;S343-p;u|P35269;T389-p;u|Q6P2E9;S844-p;u|Q86WB0;S344-p;u|Q7Z5K2;S221-p;u|Q7Z5K2;S226-p;u|P07814;S886-p;u|P10398;T181-p;u|Q15645;S18-p;u|Q9Y6G9;S207-p;u|Q86WB0;S370-p;u|Q13200;S16-p;u|O43707;T249-p;u|Q14204;S3082-p;u|Q9Y4F1;S510-p;u|P10398;S186-p;u|Q7Z309;S115-p;u|Q9NYB0;S203-p;u|P05023;S228-p;u|Q14160;S504-p;u|Q6ZW49;S235-p;u|Q14247;T401-p;u|Q9C0C2;S601-p;u|P49327;T2204-p;u|P27708;S1038-p;u|Q14247;S418-p;u|Q09666;S93-p;u|Q13501;T269-p;u|O75533;T227-p;u|O75533;T223-p;u,2.6726000309
KINASE-iKiP_MAPK15.ERK7,26.2,0.0917148362,Q15003;S81-p;u|Q9UQ35;S2272-p;u|P16949;S25-p;u|O14745;S280-p;u|Q15018;S280-p;u|Q8WXI9;S135-p;u|P11388;S1213-p;u|P26640;S301-p;u|Q9H773;S85-p;u|P53396;S481-p;u|Q8N5J2;S103-p;u|P28715;S384-p;u|Q9Y4H2;S1203-p;u|Q14160;S835-p;u|P10809;S70-p;u|O43707;T249-p;u|Q9H6F5;S113-p;u,2.6056001186
KINASE-iKiP_MAPK14,25.5,0.0138495841,Q9UKX7;S221-p;u|Q96E09;S147-p;u|P20700;S23-p;u|P25789;S13-p;u|P85037;T436-p;u|Q8WW12;T139-p;u|P50552;T335-p;u|Q9C0C2;S1029-p;u|P14866;S101-p;u|Q9H910;S97-p;u|Q92945;T100-p;u|P52292;S62-p;u|Q09666;T3716-p;u|Q92609;S539-p;u|O60749;S119-p;u|A0MZ66;T537-p;u|O75391;S158-p;u|P16949;S25-p;u|O14745;S280-p;u|Q8WXI9;T120-p;u|P12268;S122-p;u|Q09666;T4564-p;u|P49792;T1144-p;u|Q9UQ35;S1320-p;u|Q9H6F5;S80-p;u|Q9Y6G9;S516-p;u|Q09666;T4100-p;u|Q13242;S211-p;u|P49023;S106-p;u|P20700;T20-p;u|Q9H2U2;S317-p;u|Q09666;S41-p;u|Q15365;S190-p;u|Q8WXI9;S135-p;u|Q9BYG3;T238-p;u|Q96E09;S143-p;u|A0MZ66;S494-p;u|Q8IWZ8;S411-p;u|O43765;T81-p;u|Q07960;S51-p;u|P26640;S301-p;u|Q9H773;S85-p;u|P04083;S37-p;u|P17980;S376-p;u|Q9Y2X7;S362-p;u|Q9UKS6;S319-p;u|Q9BSJ8;S1034-p;u|Q9Y2W2;S237-p;u|Q9C0C2;S1385-p;u|Q15773;S238-p;u|Q9HCD6;S169-p;u|Q96QK1;S783-p;u|Q12888;S552-p;u|Q9UQ35;S1329-p;u|Q13501;S272-p;u|Q12774;S450-p;u|P35269;T389-p;u|Q86WB0;S344-p;u|P07814;S886-p;u|P42566;S814-p;u|P06733;S263-p;u|Q86WB0;S370-p;u|Q9NYB0;S203-p;u|P05023;S228-p;u|Q14160;S504-p;u|Q14247;T401-p;u|P27708;S1038-p;u|Q86WB0;S335-p;u|P28066;S56-p;u|Q12774;S445-p;u|Q9H6F5;S113-p;u|P24928;S1878-p;u|Q13501;T269-p;u|P23396;T221-p;u|O75533;T223-p;u,4.0430998802
KINASE-iKiP_MAPK13,31,0.0075116279,Q9UKX7;S221-p;u|Q96E09;S147-p;u|P57740;S11-p;u|P85037;T436-p;u|Q99733;T51-p;u|P50552;T335-p;u|Q13573;S224-p;u|Q15003;S81-p;u|O94776;S435-p;u|Q86UE4;T143-p;u|Q15477;S245-p;u|Q99081;S79-p;u|Q9H910;S97-p;u|Q9UQ35;S2272-p;u|P52292;S62-p;u|Q86WB0;T387-p;u|Q15003;T49-p;u|Q9Y3E2;S81-p;u|P24534;S8-p;u|Q09666;T3716-p;u|Q58WW2;S336-p;u|O00151;S90-p;u|Q16643;T346-p;u|Q92609;S539-p;u|Q5T6F2;S432-p;u|A0MZ66;T537-p;u|P46013;S308-p;u|O75391;S158-p;u|P16949;S25-p;u|O14745;S280-p;u|Q8WXI9;T120-p;u|Q9UJU6;S275-p;u|Q09666;T4564-p;u|Q09666;T4430-p;u|P49792;T1144-p;u|Q13561;T198-p;u|Q8TAP8;S52-p;u|P05387;S17-p;u|Q13573;S234-p;u|Q9UQ35;S1320-p;u|Q9H6F5;S80-p;u|Q92945;S181-p;u|Q9Y6G9;S516-p;u|Q09666;T4100-p;u|Q13242;S211-p;u|Q9C0C2;S1297-p;u|P43034;S109-p;u|P60866;T9-p;u|Q8WXI9;S122-p;u|Q9UHD1;S110-p;u|O75410;S276-p;u|Q09666;S41-p;u|Q15365;S190-p;u|Q9UQ35;S1404-p;u|Q9UGP4;S424-p;u|Q9BTL3;S36-p;u|Q8WXI9;S135-p;u|Q86VQ1;T350-p;u|Q9BYG3;T238-p;u|Q9BTC0;T1469-p;u|Q96E09;S143-p;u|A0MZ66;S494-p;u|Q8IWZ8;S411-p;u|Q9NTJ3;S22-p;u|P26640;S301-p;u|Q9H773;S85-p;u|P04083;S37-p;u|Q6PCE3;S175-p;u|Q13263;S752-p;u|P34932;T538-p;u|Q14160;S1448-p;u|P28715;S384-p;u|Q9NQX3;S188-p;u|Q9NQX3;S194-p;u|Q96EK9;S184-p;u|Q14974;S12-p;u|Q9Y5A9;S39-p;u|P17980;S376-p;u|Q92576;S1614-p;u|Q9Y2X7;S362-p;u|Q9UKS6;S319-p;u|Q9Y2W2;S237-p;u|Q9C0C2;S1385-p;u|Q9UHI6;S703-p;u|Q13451;S13-p;u|Q8NDC0;S15-p;u|P78316;S96-p;u|Q9HC35;S146-p;u|P55209;T62-p;u|P42677;S11-p;u|Q12888;S552-p;u|Q13242;S216-p;u|Q9UQ35;S1329-p;u|O15014;S804-p;u|Q12774;S450-p;u|Q6P2E9;S844-p;u|Q86WB0;S344-p;u|Q7Z5K2;S221-p;u|Q7Z5K2;S226-p;u|Q4KMP7;S132-p;u|P07814;S886-p;u|P10398;T181-p;u|Q5SW79;S1529-p;u|Q14258;S100-p;u|P27816;T521-p;u|P06733;S263-p;u|O00161;S110-p;u|Q5UIP0;S2161-p;u|Q9Y6G9;S207-p;u|Q86WB0;S370-p;u|O14545;S480-p;u|Q13200;S16-p;u|Q9Y4F1;S510-p;u|P10398;S186-p;u|Q9UQ35;S876-p;u|Q14160;S504-p;u|Q9C0C2;S601-p;u|P49327;T2204-p;u|Q09666;S93-p;u|P28066;S56-p;u|Q96T58;S1278-p;u|Q12774;S445-p;u|Q9UQ35;T1413-p;u|Q9H6F5;S113-p;u|O75533;T227-p;u|Q9UQ35;S857-p;u|Q9UQ35;T866-p;u|O75533;T223-p;u,5.6089000702
KINASE-iKiP_MAPK12,31.9,0.0075116279,Q9UKX7;S221-p;u|Q96E09;S147-p;u|Q7Z309;S119-p;u|P25789;S13-p;u|P85037;T436-p;u|Q99733;T51-p;u|Q8WW12;T139-p;u|P50552;T335-p;u|Q14980;T2000-p;u|Q15003;S81-p;u|Q86UE4;T143-p;u|Q99081;S79-p;u|Q9H910;S97-p;u|P52292;S62-p;u|Q9Y3E2;S81-p;u|Q9H910;S30-p;u|Q16643;T346-p;u|Q92609;S539-p;u|P85037;S445-p;u|A0MZ66;T537-p;u|P46013;S308-p;u|Q96ST3;S10-p;u|O75391;S158-p;u|P16949;S25-p;u|O14745;S280-p;u|P23246;T687-p;u|Q8WXI9;T120-p;u|Q7Z5L9;S175-p;u|Q5JSZ5;S563-p;u|Q13541;S65-p;u|Q9UJU6;S232-p;u|P49792;T1144-p;u|Q8TAP8;S52-p;u|P05387;S17-p;u|Q9UQ35;S1320-p;u|Q9UKB3;S160-p;u|Q09666;S216-p;u|Q9Y6G9;S516-p;u|P51812;S715-p;u|Q15018;S280-p;u|P33316;S99-p;u|Q13242;S211-p;u|Q9C0C2;S1297-p;u|P49023;S106-p;u|P13639;S502-p;u|Q9HCD6;S1827-p;u|P60866;T9-p;u|Q8WXI9;S122-p;u|P49023;S85-p;u|Q09666;S41-p;u|Q15365;S190-p;u|Q9UQ35;S1404-p;u|Q9UGP4;S424-p;u|O95817;S377-p;u|Q9BTL3;S36-p;u|P00519;T852-p;u|Q8WXI9;S135-p;u|Q9UHI6;T705-p;u|Q5JSZ5;S556-p;u|Q9BYG3;T238-p;u|Q9BXK5;S426-p;u|Q9ULH1;T1054-p;u|Q9UQ35;S2694-p;u|Q96E09;S143-p;u|A0MZ66;S494-p;u|Q9NTJ3;S22-p;u|O43765;T81-p;u|P26640;S301-p;u|Q9H773;S85-p;u|P04083;S37-p;u|P53396;S481-p;u|Q13263;S752-p;u|P34932;T538-p;u|P28715;S384-p;u|Q96EK9;S184-p;u|Q9NUQ3;S97-p;u|Q14847;T104-p;u|Q14974;S12-p;u|Q9Y4H2;S1203-p;u|Q1ED39;S42-p;u|Q9Y5A9;S39-p;u|Q86WB0;S62-p;u|P17980;S376-p;u|Q92576;S1614-p;u|P32322;S301-p;u|Q9C0C2;S1385-p;u|Q13451;S13-p;u|O00178;S25-p;u|Q7L2J0;S254-p;u|O95747;S359-p;u|Q8NDC0;S15-p;u|Q15773;S238-p;u|P78316;S96-p;u|Q9HC35;S146-p;u|P55209;T62-p;u|P42677;S11-p;u|Q12888;S552-p;u|Q13242;S216-p;u|Q9UQ35;S1329-p;u|O15014;S804-p;u|Q13501;S272-p;u|Q12774;S450-p;u|Q7Z5K2;S221-p;u|Q7Z5K2;S226-p;u|P07814;S886-p;u|Q9BTE3;T160-p;u|P54727;T155-p;u|Q6Y7W6;S236-p;u|P10398;T181-p;u|Q15645;S18-p;u|Q5UIP0;S2172-p;u|Q7L2J0;S69-p;u|O00161;S110-p;u|Q9BTE3;S154-p;u|P10412;T18-p;u|Q5UIP0;S2161-p;u|Q9Y6G9;S207-p;u|Q86WB0;S370-p;u|O14545;S480-p;u|P10398;S186-p;u|Q9UQ35;S876-p;u|Q7Z309;S115-p;u|P85037;S416-p;u|Q9NYB0;S203-p;u|Q5UIP0;S2176-p;u|P04406;T153-p;u|Q14160;S504-p;u|Q9C0C2;S601-p;u|Q14247;S418-p;u|Q9C0C2;S228-p;u|Q12774;S445-p;u|Q9UQ35;T1413-p;u|Q13501;T269-p;u|O75533;T227-p;u|Q9UQ35;S857-p;u|Q9UQ35;T866-p;u|O75533;T223-p;u,5.0169000626
