Signature ID,Percent Overlap (P924_H_p),adj p-val (P924_H_p),Overlap (P924_H_p),Score (P924_H_p)
KINASE-PSP_ATM,9.3,0.0075116279,P78527;T2638-p;u|P78527;S2612-p;u|O15355;S183-p;u|Q9UQE7;S1083-p;u|Q86U86;S948-p;u|Q8IZL8;S1033-p;u|O60934;S397-p;u|P78527;S3205-p;u|Q86U44;S43-p;u|P78527;T2647-p;u|Q14683;S957-p;u|Q9BXW9;S717-p;u|Q13315;S1981-p;u|P40692;S406-p;u|P38398;S1189-p;u|Q92547;S853-p;u|Q13315;T1885-p;u|Q9NS91;S403-p;u|Q13315;S367-p;u|P14618;T328-p;u|P38398;S1524-p;u|O60934;S343-p;u|Q9NVI1;S730-p;u|P27707;S74-p;u|Q9BW19;S26-p;u|Q13098;S474-p;u|Q6UWZ7;S406-p;u,5.2614998817
KINASE-PSP_AMPKA1/PRKAA1,16.8,0.0075116279,Q13085;S80-p;u|O95239;S801-p;u|Q6N021;S99-p;u|O75385;S638-p;u|Q16875;S461-p;u|Q16236;S433-p;u|O75385;S556-p;u|Q15036;S437-p;u|Q12888;S1317-p;u|Q8N122;S722-p;u|Q9NZJ5;S856-p;u|P46937;S61-p;u|Q86TI0;S237-p;u|Q9Y478;S108-p;u|O60825;S466-p;u|Q8IY63;S793-p;u|Q7Z3C6;S761-p;u|Q13586;S257-p;u|Q07866;S521-p;u|Q9NZJ5;S715-p;u|Q05469;S855-p;u|Q06210;S261-p;u|Q8ND76;S326-p;u|Q9H0B6;S582-p;u|Q9BZL4;S452-p;u|P15056;S729-p;u|Q14247;T401-p;u,4.2926001549
KINASE-PSP_Akt2/AKT2,16.4,0.8685535832,Q7Z6J0;S304-p;u|Q92945;S193-p;u|Q9Y3M2;S20-p;u|O43516;T398-p;u|P35222;S552-p;u|Q96F86;S161-p;u|Q9Y4H2;S577-p;u|Q9Y4H2;S306-p;u|Q9H0H5;T249-p;u|Q9Y4H2;S1149-p;u|Q9Y4H2;S365-p;u|Q04656;S1466-p;u,0.2791000009
KINASE-PSP_Akt1/AKT1,21.9,0.0999963578,Q8NCD3;S486-p;u|P04150;S134-p;u|Q16875;S461-p;u|P19174;S1248-p;u|Q7Z6J0;S304-p;u|O14757;S280-p;u|P26358;S143-p;u|O75030;S516-p;u|Q9P0V3;S246-p;u|P04792;S82-p;u|Q92945;S193-p;u|Q9Y3M2;S20-p;u|P20749;S41-p;u|Q96ST2;S720-p;u|P14618;S222-p;u|P14618;S97-p;u|Q9UN36;S332-p;u|Q00987;S166-p;u|Q6R327;T1135-p;u|P67809;S102-p;u|O60825;S466-p;u|P35222;S552-p;u|P49815;S981-p;u|Q9Y2V2;S52-p;u|O60343;S666-p;u|P54253;S775-p;u|Q96F86;S161-p;u|Q7Z589;S209-p;u|P55072;S352-p;u|O60343;S570-p;u|Q9UPY5;S26-p;u|Q2PPJ7;S486-p;u|P15056;S365-p;u|O43524;T32-p;u|O15151;S367-p;u|P84103;S138-p;u|P84103;S140-p;u|P53602;S96-p;u|P62136;T320-p;u|Q53EL6;S457-p;u|Q13043;T387-p;u|O60343;T568-p;u|Q96B36;T246-p;u|P02545;S301-p;u|O60825;S483-p;u|P49815;T1462-p;u|Q14CB8;S422-p;u|Q15121;S116-p;u|P53396;T447-p;u|P19634;S796-p;u|P02545;S404-p;u|Q13950;S28-p;u|Q2PPJ7;T715-p;u|P35240;S518-p;u|Q9BRS8;S451-p;u|Q9NWV8;S29-p;u|O00429;S616-p;u|P19634;S703-p;u|Q9P2H5;S613-p;u|P14618;S37-p;u|Q9UNN5;S582-p;u|O75376;S1450-p;u|P62753;S236-p;u|P08670;S39-p;u|P21333;S2152-p;u|O75140;S1530-p;u|P18031;S50-p;u|P49841;S9-p;u|O60343;S588-p;u|O60343;S341-p;u|Q13009;S231-p;u|O60343;S318-p;u|P53396;S455-p;u|Q9Y2I7;S307-p;u|P49815;S939-p;u|Q8TDN4;T415-p;u|O60343;T642-p;u|Q3V6T2;S1417-p;u,-2.5752000809
KINASE-iKiP_ULK3,9.8,0.945815032,O43399;S21-p;u|P30041;S186-p;u|Q8N6T3;S246-p;u|P54105;S195-p;u|P52565;S148-p;u|Q01650;S35-p;u|P11142;S362-p;u|P14618;S77-p;u|P61247;S238-p;u|P23588;S406-p;u|P12268;S416-p;u|P04406;S151-p;u,0.1054000035
KINASE-iKiP_TTBK1,4.9,0.4095239183,Q13541;S112-p;u|Q13442;S176-p;u|P07900;T624-p;u|P05198;T279-p;u|P62854;S54-p;u|P62701;S223-p;u|P11142;S85-p;u|Q96CT7;S155-p;u|P08238;T616-p;u|O60841;S113-p;u|P49327;S2198-p;u|Q8NHG7;S46-p;u|P67809;S174-p;u,1.5286999941
KINASE-iKiP_TSSK2,17.8,0.8465111764,P31943;S23-p;u|P30041;S186-p;u|Q92609;S541-p;u|O94903;S244-p;u|O75122;S313-p;u|P55010;S10-p;u|Q15121;S116-p;u|Q9H910;S45-p;u|P13798;S187-p;u|P52943;S115-p;u|P22059;S386-p;u|P08670;S438-p;u|Q9Y2I7;S307-p;u,0.3776000142
KINASE-iKiP_TSSK1,10.3,0.0382135463,Q13541;S112-p;u|Q96GQ7;S79-p;u|O75569;S18-p;u|O43399;S21-p;u|P30041;S186-p;u|P48634;S456-p;u|P16949;S16-p;u|Q9P260;S180-p;u|Q92945;S193-p;u|P16333;S85-p;u|P55010;S10-p;u|P09972;S45-p;u|O76003;S117-p;u|P43490;S472-p;u|Q01813;S386-p;u|Q5UIP0;S1688-p;u|Q3V6T2;S1702-p;u|Q16643;S339-p;u|Q9H910;S45-p;u|P13798;S187-p;u|P52943;S115-p;u|P22059;S386-p;u|P08670;S438-p;u|Q9H0K1;S534-p;u,2.9988000393
KINASE-iKiP_TNIK,12.3,0.9393829231,P07900;T109-p;u|P07900;T624-p;u|P49005;S15-p;u|P62273;S9-p;u|P15880;T285-p;u|Q13283;S253-p;u|Q01650;T45-p;u|P26639;T657-p;u|P60709;T203-p;u|O43175;T78-p;u|P08708;S113-p;u|Q99733;T58-p;u|P14618;S77-p;u|P31943;S281-p;u|Q9Y4X5;S517-p;u|P10412;T18-p;u|P47914;T151-p;u|P68371;T55-p;u|P04406;S151-p;u|P07900;S476-p;u,0.1174999997
KINASE-iKiP_TLK2,8.7,0.0999963578,Q13263;S501-p;u|Q13541;S112-p;u|P11387;S10-p;u|O94888;S288-p;u|Q14151;S207-p;u|Q92785;S142-p;u|Q5VTR2;S138-p;u|P43243;S206-p;u|P07437;T55-p;u|Q8NE71;S595-p;u|P68371;T55-p;u,2.5027999878
KINASE-iKiP_TLK1,8.2,0.4480924855,Q13263;S501-p;u|Q13541;S112-p;u|P11387;S10-p;u|Q8NC51;S234-p;u|Q14151;S207-p;u|Q92785;S142-p;u|Q9UKI8;S159-p;u|Q5VTR2;S138-p;u|P43243;S206-p;u|Q5UIP0;S1810-p;u|P10809;S70-p;u|Q8NE71;S595-p;u|Q96PK6;S620-p;u|P68371;T55-p;u|P04406;T153-p;u,1.5067000389
KINASE-iKiP_TBK1,9.6,0.6768439465,P30041;S186-p;u|Q9C0C2;S936-p;u|Q9H3N1;S270-p;u|Q14847;S194-p;u|P11142;S541-p;u|Q96CT7;S141-p;u|P43243;S109-p;u|P40227;S205-p;u|O60841;S66-p;u|P14618;S100-p;u|Q9H0H5;S214-p;u|P31943;S281-p;u|O60716;S230-p;u|P07900;S476-p;u|Q9C0C2;S872-p;u,0.8913000226
KINASE-iKiP_TAOK1,19.4,0.6834485535,Q05209;T454-p;u|Q7Z4V5;S454-p;u|Q15185;S85-p;u|P52565;S148-p;u|Q9Y2V2;S52-p;u|P26639;T657-p;u|O15127;T109-p;u|P31943;S281-p;u|Q6Y7W6;S236-p;u|O60716;S230-p;u|Q9UQ35;S2398-p;u|Q9UQ35;S1648-p;u|P23588;S406-p;u|O60716;T869-p;u,-0.9006999731
KINASE-iKiP_STK4,7.2,0.4785185185,P07900;T109-p;u|Q05209;T454-p;u|Q13043;T177-p;u|P62273;S9-p;u|Q13283;S253-p;u|Q01650;T45-p;u|P14618;S77-p;u|O60716;S230-p;u|O60716;T869-p;u|P07900;S476-p;u,1.4408999681
KINASE-iKiP_STK3,8.7,0.929331135,P07900;T109-p;u|Q8NC51;S234-p;u|P62273;S9-p;u|P60866;T9-p;u|Q13188;S385-p;u|Q01650;T45-p;u|P11142;S362-p;u|Q99733;T58-p;u|P62081;T123-p;u|O43707;T249-p;u|P68371;T55-p;u|O60716;T869-p;u|P07900;S476-p;u,-0.1755000055
KINASE-iKiP_STK26,11.4,0.6744032922,P07900;T109-p;u|P07900;T624-p;u|Q05209;T454-p;u|P62273;S9-p;u|Q9P289;T178-p;u|Q15185;S85-p;u|O75534;T761-p;u|Q9Y2W1;S232-p;u|Q6PCE3;S175-p;u|P08238;T616-p;u|P42677;S11-p;u|O60716;S230-p;u|P50613;S164-p;u|P07195;S303-p;u|Q9UJ70;S76-p;u|P50613;T170-p;u|P07900;S476-p;u,0.8705999851
KINASE-iKiP_STK24,9.5,0.3475781714,P07900;T109-p;u|P07900;T624-p;u|P62273;S9-p;u|P15880;T285-p;u|Q15185;S85-p;u|Q86VQ1;S223-p;u|P26639;T657-p;u|Q99733;T58-p;u|P14618;S77-p;u|O60716;S230-p;u|P07900;S476-p;u,1.7079999447
KINASE-iKiP_SIK2,19.5,0.8184562039,P31943;S23-p;u|Q9H0K1;S379-p;u|P30041;S186-p;u|O60749;S119-p;u|Q15785;S160-p;u|P42356;S257-p;u|P04792;S176-p;u|O94903;S244-p;u|O75122;S313-p;u|Q9P260;S180-p;u|Q8WUF5;S102-p;u|Q9H0K1;S358-p;u|Q9H0K1;S587-p;u|Q15185;S85-p;u|P55010;S10-p;u|P11142;S85-p;u|P43490;S472-p;u|Q3V6T2;S1702-p;u|Q9P265;S203-p;u|P14618;S100-p;u|P06744;T109-p;u|Q9H0H5;S257-p;u|Q15121;S116-p;u|O60716;S230-p;u|Q9Y4X5;S517-p;u|P13798;S187-p;u|Q96PK6;S620-p;u|Q6Y7W6;T382-p;u|P22059;S386-p;u|P08670;S438-p;u|Q9H0K1;S534-p;u|Q7Z2W4;S492-p;u|P40818;S718-p;u|Q09666;S93-p;u|P49327;S265-p;u|Q9Y2I7;S307-p;u|P23396;T221-p;u|Q9UJU6;S269-p;u,-0.467599988
KINASE-iKiP_SIK1,18.4,0.929331135,Q9Y580;S136-p;u|P31943;S23-p;u|P19338;S580-p;u|P30041;S186-p;u|Q7LBC6;S766-p;u|P04792;S176-p;u|O94903;S244-p;u|Q9P260;S180-p;u|Q8WUF5;S102-p;u|P11142;S329-p;u|P55010;S10-p;u|O76003;S117-p;u|P11142;S85-p;u|Q9Y2V2;S52-p;u|Q9P265;S203-p;u|P17980;S376-p;u|P14618;S100-p;u|P34932;S76-p;u|Q7KZF4;S150-p;u|P08708;S113-p;u|Q9H0H5;S257-p;u|Q6Y7W6;S236-p;u|O94826;S91-p;u|Q9UQ35;S2398-p;u|Q9Y4X5;S517-p;u|P13798;S187-p;u|P22059;S386-p;u|P23588;S406-p;u|Q7Z2W4;S492-p;u|Q9C0C2;S601-p;u|P40818;S718-p;u|P49327;S265-p;u|Q9Y2I7;S307-p;u|Q5VSL9;S335-p;u,-0.1580000073
KINASE-iKiP_SGK3,14.7,0.6795109233,Q96PK6;S618-p;u|P48634;S456-p;u|Q9BTC0;S1456-p;u|P62857;S23-p;u|Q92609;S44-p;u|Q7Z5L9;S457-p;u|Q86VQ1;S223-p;u|P43490;S472-p;u|Q96PK6;S623-p;u|P51858;S107-p;u|O43175;T78-p;u|P17655;T464-p;u|Q53EL6;S76-p;u|Q14204;S4368-p;u|Q9H910;S45-p;u|Q9Y6D5;S277-p;u|P52943;S115-p;u|P23588;S406-p;u|P12268;S416-p;u|Q5SW79;S881-p;u|P15531;S120-p;u,-0.851000011
KINASE-iKiP_SGK2,20.6,0.8720119522,P48634;S456-p;u|Q13206;S831-p;u|Q86U44;S219-p;u|P0CAP2;S179-p;u|O00116;S65-p;u|Q01813;S386-p;u|Q96T58;S1268-p;u|O43175;T78-p;u|P34932;S76-p;u|P17655;T464-p;u|Q9H0H5;T249-p;u|Q5SW79;S881-p;u|Q9Y2I7;S307-p;u,0.3018000126
KINASE-iKiP_SGK1,15.9,0.9223982691,P48634;S456-p;u|Q9BTC0;S1456-p;u|O00512;S104-p;u|Q13206;S831-p;u|Q9P265;S203-p;u|Q96T58;S1268-p;u|P34932;S76-p;u|P17655;T464-p;u|Q9BXF6;S395-p;u|Q53EL6;S76-p;u|Q9Y6D5;S277-p;u|Q9Y2I7;S307-p;u|O95835;S464-p;u,0.2608999908
KINASE-iKiP_RPS6KB1,10,0.5609357442,Q08378;S465-p;u|O15372;S290-p;u|Q86UE4;S494-p;u|P12270;S1185-p;u|P0CAP2;S179-p;u|Q14566;S271-p;u|Q9Y2V2;S52-p;u|Q01813;S386-p;u|Q9UQ35;S1542-p;u|P51858;S107-p;u|Q7KZF4;S150-p;u|Q9H0H5;T249-p;u|Q9P206;T162-p;u|Q92922;S328-p;u|P23381;S351-p;u|Q9Y2I7;S307-p;u|P15531;S120-p;u|P23396;T221-p;u,-1.1620999575
KINASE-iKiP_RPS6KA6,13.9,0.7913150961,Q7Z5L9;S240-p;u|P48634;S456-p;u|Q13206;S831-p;u|P16333;S85-p;u|Q7Z5L9;S457-p;u|P15056;S446-p;u|Q09666;S135-p;u|P51858;S107-p;u|Q96T58;S1268-p;u|Q9P206;T162-p;u|Q9BZL6;S197-p;u|Q9Y6D5;S277-p;u|P23381;S351-p;u|Q5SW79;S881-p;u|P15531;S120-p;u,-0.576399982
KINASE-iKiP_RPS6KA5.MSK1,16.7,0.8328513938,Q9Y580;S136-p;u|P18615;S131-p;u|Q86WB0;S354-p;u|Q9BTC0;S1456-p;u|O94761;S27-p;u|P29692;S86-p;u|O15372;S290-p;u|Q13206;S831-p;u|P62857;S23-p;u|P0CAP2;S179-p;u|P16333;S85-p;u|Q9BUT9;S82-p;u|Q15643;S464-p;u|Q01650;S35-p;u|Q7Z5L9;S457-p;u|Q6PCE3;S175-p;u|Q5UIP0;S1688-p;u|P15056;S446-p;u|Q96A57;S24-p;u|P34932;S76-p;u|P42677;S11-p;u|Q9P206;T162-p;u|P50613;S164-p;u|Q9H1B7;S657-p;u|Q9H910;S45-p;u|P52943;S115-p;u|Q9UNN5;S582-p;u|Q9C0H5;S604-p;u|Q5JRA6;S1706-p;u|Q5SW79;S881-p;u|O95394;S64-p;u|Q9Y2I7;S307-p;u|Q3MII6;S506-p;u,0.3768000007
KINASE-iKiP_RPS6KA4.MSK2,18.8,0.5042935207,O75676;T687-p;u|Q86WB0;S354-p;u|Q9BTC0;S1456-p;u|Q13206;S831-p;u|P51116;S504-p;u|P11142;S329-p;u|Q7Z5L9;S457-p;u|P15056;S446-p;u|Q9Y385;S266-p;u|O75676;S347-p;u|Q5SW79;S881-p;u|Q09666;S93-p;u,1.3249000311
KINASE-iKiP_RPS6KA3,27.1,0.1826096789,Q13442;S176-p;u|P18615;S131-p;u|P48634;S456-p;u|O15372;S290-p;u|P51812;S715-p;u|Q9Y4H2;S1174-p;u|O00116;S65-p;u|Q01813;S386-p;u|P15056;S446-p;u|Q09666;S135-p;u|P51858;S107-p;u|Q96T58;S1268-p;u|Q53EL6;S76-p;u|O43379;S49-p;u|Q9Y6D5;S277-p;u|Q9Y2I7;S307-p;u,2.2769999504
KINASE-iKiP_RPS6KA2,15.6,0.7435590991,Q13442;S176-p;u|P18615;S131-p;u|P30041;S186-p;u|Q9BTC0;S1456-p;u|P29692;S86-p;u|Q02543;S123-p;u|O15372;S290-p;u|Q9P260;S180-p;u|P16333;S85-p;u|O00116;S65-p;u|O76003;S117-p;u|Q9Y2V2;S52-p;u|Q09666;S135-p;u|P51858;S107-p;u|Q15349;S377-p;u|Q7KZF4;S150-p;u|P62081;T123-p;u|O94915;S1957-p;u|Q658Y4;S332-p;u|O14579;S99-p;u|P00338;S310-p;u|Q8TCD5;S182-p;u|Q9H6S0;S1202-p;u|O43379;S49-p;u|Q9H910;S45-p;u|P42566;S746-p;u|Q9Y5M8;S257-p;u|O43379;T50-p;u|P23588;S406-p;u|P23381;S351-p;u|Q5SW79;S881-p;u|Q9Y2I7;S307-p;u|P15531;S120-p;u,-0.665199995
KINASE-iKiP_RPS6KA1,18,0.3577096264,Q7Z5L9;S240-p;u|P19338;S580-p;u|P48634;S456-p;u|Q9BTC0;S1456-p;u|O94761;S27-p;u|O00512;S104-p;u|Q13206;S831-p;u|P16333;S85-p;u|O76003;S117-p;u|Q7Z5L9;S457-p;u|Q9BZL6;S198-p;u|Q09666;S135-p;u|P51858;S107-p;u|Q96T58;S1268-p;u|Q7KZF4;S150-p;u|Q9UPU5;S88-p;u|Q53EL6;S76-p;u|O14579;S99-p;u|Q9BZL6;S197-p;u|Q9Y6D5;S277-p;u|Q9Y2X7;S592-p;u|P23381;S351-p;u|P15531;S120-p;u,1.6540999413
KINASE-iKiP_RIPK5,9.7,0.7873461262,O43399;S21-p;u|P30041;S186-p;u|Q14847;T68-p;u|Q14151;S207-p;u|Q96CT7;S155-p;u|O15127;T109-p;u|O60841;S66-p;u|P11142;S362-p;u|Q8NHG7;S46-p;u|P14209;S168-p;u|Q96CW6;S168-p;u|Q9UQ35;T866-p;u,-0.5805000067
KINASE-iKiP_PRKX,17.9,0.025606469,P19174;S1233-p;u|P46013;S648-p;u|Q96PK6;S618-p;u|Q9BTC0;S1456-p;u|Q9P260;S180-p;u|P16333;S85-p;u|P09972;S45-p;u|Q7Z5L9;S457-p;u|P15056;S446-p;u|Q9P265;S203-p;u|O14579;S99-p;u|P40818;S718-p;u,3.2246000767
KINASE-iKiP_PRKG1,23.3,0.888454872,Q96PK6;S618-p;u|P48634;S456-p;u|Q9BTC0;S1456-p;u|O94761;S27-p;u|O15372;S290-p;u|P16333;S85-p;u|P62805;S48-p;u|P09972;S45-p;u|P51858;S107-p;u|Q53EL6;S76-p;u|Q9Y385;S266-p;u|O14579;S99-p;u|P35269;T389-p;u|Q9P206;T162-p;u|Q9UQ35;S2398-p;u|Q9UQ35;S351-p;u|Q7Z2W4;S284-p;u|Q9UQ35;S1648-p;u|Q13112;S410-p;u|Q9Y2I7;S307-p;u,-0.224999994
KINASE-iKiP_PRKD3,25.9,0.0510510511,P04792;S15-p;u|P19174;S1233-p;u|P19338;S580-p;u|Q86WB0;S354-p;u|P04792;S176-p;u|Q9H3N1;S270-p;u|P05455;S94-p;u|Q13573;S234-p;u|Q13573;S232-p;u|P15880;T285-p;u|Q09666;S210-p;u|O95602;S240-p;u|P11142;S541-p;u|Q15459;S451-p;u|P16333;S85-p;u|O76003;S117-p;u|P15056;S446-p;u|O94806;S543-p;u|Q02880;S1522-p;u|O94806;S27-p;u|O94806;S364-p;u|Q9UQ35;S1552-p;u|O94806;T535-p;u|O94806;S41-p;u|P36915;S68-p;u|Q9Y5B9;S650-p;u|P23381;S351-p;u|P40818;S718-p;u|Q3MII6;S506-p;u,3.1159000397
KINASE-iKiP_PRKD2,29.5,0.8326693227,O75569;S18-p;u|P05455;S94-p;u|P62857;S23-p;u|P15880;T285-p;u|Q9BZL6;S375-p;u|O14545;S470-p;u|Q5UIP0;S1688-p;u|O14745;S290-p;u|Q9BZL6;S198-p;u|Q02880;S1522-p;u|Q9BZL6;S710-p;u|Q9BZL6;S876-p;u|Q9C0C9;S399-p;u|Q9BZL6;S197-p;u|Q92625;S663-p;u|Q9BZL6;S214-p;u|Q9Y5B9;S650-p;u|P98174;S116-p;u,0.4600000083
KINASE-iKiP_PRKD1,24.2,0.03788523,Q9Y580;S136-p;u|O75569;S18-p;u|Q86WB0;S354-p;u|Q15139;S237-p;u|P29692;S86-p;u|Q15139;S249-p;u|Q15139;S208-p;u|P15880;T285-p;u|Q09666;S210-p;u|P55010;S10-p;u|O95292;S158-p;u|P15056;S446-p;u|Q15139;S235-p;u|Q15139;S205-p;u|Q9Y5B9;S650-p;u|Q3MII6;S506-p;u,3.5994999409
KINASE-iKiP_PRKCB,18.9,0.0442465753,P19174;S1233-p;u|P46013;S648-p;u|Q86WB0;S354-p;u|Q9BTC0;S1456-p;u|Q9H3N1;S270-p;u|P16949;S16-p;u|O15372;S290-p;u|Q13206;S539-p;u|Q09666;S1068-p;u|Q92945;S193-p;u|Q9Y4H2;S1174-p;u|O75396;S137-p;u|P46459;S207-p;u|O14737;S42-p;u|P0CAP2;S179-p;u|P16333;S85-p;u|P09972;S45-p;u|O76003;S117-p;u|Q7Z5L9;S457-p;u|Q14566;S271-p;u|Q86VQ1;S223-p;u|Q9P265;S203-p;u|Q96T58;S1268-p;u|Q7KZF4;S150-p;u|Q9H1B7;S657-p;u|P49792;S781-p;u|P23381;S351-p;u|Q5SW79;S881-p;u|P15531;S120-p;u|P21731;S331-p;u,3.0174000263
KINASE-iKiP_PRKACA,20.5,0.0075116279,Q9Y580;S136-p;u|P19174;S1233-p;u|P46013;S648-p;u|Q14980;S1991-p;u|P18615;S131-p;u|Q15785;S160-p;u|Q96BY7;S497-p;u|P48634;S456-p;u|Q9BTC0;S1456-p;u|Q08378;S465-p;u|Q9H3N1;S270-p;u|P16949;S16-p;u|O15372;S290-p;u|P62857;S23-p;u|P06744;S107-p;u|Q9P260;S180-p;u|Q92945;S193-p;u|O75396;S137-p;u|P46459;S207-p;u|Q9NR19;S28-p;u|P16333;S85-p;u|P55010;S10-p;u|P09972;S45-p;u|Q7Z5L9;S457-p;u|Q01813;S386-p;u|Q9P265;S203-p;u|Q9BZL6;S198-p;u|P51858;S107-p;u|Q96T58;S1268-p;u|Q9BX95;S112-p;u|Q53EL6;S76-p;u|Q13576;S16-p;u|Q9BZL6;S197-p;u|P23588;S406-p;u|P23381;S351-p;u|P40818;S718-p;u|Q5SW79;S881-p;u|Q9Y2I7;S307-p;u|Q9C0C2;S872-p;u,4.3730998039
KINASE-iKiP_PLK1,7.1,0.1271471514,Q13541;S112-p;u|O43399;S21-p;u|P11387;S10-p;u|O60716;S920-p;u|O60716;T916-p;u|Q9C0C2;S936-p;u|Q14151;S207-p;u|O60841;S66-p;u|P68371;T55-p;u|Q7Z2W4;S492-p;u|O60716;T869-p;u,2.5671999454
KINASE-iKiP_PIM3,12.5,0.0075116279,P46013;S648-p;u|Q14566;S271-p;u|P34932;S76-p;u|O60716;S230-p;u|Q9Y2X7;S592-p;u|Q9UNN5;S582-p;u|P23588;S406-p;u|P23381;S351-p;u|P49327;S265-p;u|Q13177;S152-p;u|Q9Y2I7;S307-p;u|Q5VSL9;S335-p;u,-3.7790000439
KINASE-iKiP_PIM1,14.2,0.0566666667,P78362;S494-p;u|P06744;S107-p;u|O75534;T761-p;u|O76003;S117-p;u|Q14566;S271-p;u|P33993;S678-p;u|P22626;S344-p;u|P07437;T55-p;u|Q14204;S4368-p;u|O15143;S336-p;u|Q6Y7W6;S236-p;u|O94826;S91-p;u|P22059;S379-p;u|Q9UNN5;S582-p;u|Q9UQ35;S876-p;u|P68371;T55-p;u|Q9NR19;S30-p;u|P40818;S718-p;u|P49327;S265-p;u|Q9Y2I7;S307-p;u,-3.0404999256
KINASE-iKiP_PHKG2,21.1,0.4095239183,P04792;S15-p;u|P07900;T109-p;u|Q13442;S176-p;u|O75569;S18-p;u|Q8IY81;S688-p;u|P29692;S86-p;u|Q15185;S85-p;u|O76003;S117-p;u|Q6PCE3;S175-p;u|Q8TEQ6;S847-p;u|P14618;S77-p;u|Q8NHG7;S46-p;u|P40818;S718-p;u|P04406;S151-p;u|P07900;S476-p;u,1.6090999842
KINASE-iKiP_PAK3,10.2,0.7293045477,O00571;S594-p;u|O94903;S244-p;u|O15372;S290-p;u|P46459;S207-p;u|Q7Z5L9;S457-p;u|Q14566;S271-p;u|Q9Y2V2;S52-p;u|P98179;S147-p;u|Q7KZF4;S150-p;u|P23588;S359-p;u|Q9H910;S45-p;u|Q9Y617;S344-p;u|Q9Y5M8;S257-p;u|P18669;S118-p;u|Q13177;S197-p;u,-0.6998000145
KINASE-iKiP_PAK2,19.7,0.8367819919,P04792;S15-p;u|P46013;S648-p;u|Q7Z5L9;S240-p;u|P16949;S16-p;u|O94903;S244-p;u|O15372;S290-p;u|P46459;S207-p;u|O14737;S42-p;u|O95292;S158-p;u|Q7Z5L9;S457-p;u|Q14566;S271-p;u|Q8WZA9;S44-p;u|P98179;S147-p;u|Q01813;S386-p;u|P15056;S446-p;u|Q9Y5K6;S458-p;u|P11142;S362-p;u|Q8TEQ6;S847-p;u|Q7KZF4;S150-p;u|Q8WUX9;S410-p;u|A0MZ66;S467-p;u|O14579;S99-p;u|Q9P206;T162-p;u|P23588;S359-p;u|Q9H910;S45-p;u|Q8WUX9;S417-p;u|O94804;S454-p;u|Q13177;S152-p;u|P18669;S118-p;u|Q13177;S197-p;u,0.3774999976
KINASE-iKiP_PAK1,15.9,0.2551078541,P46013;S648-p;u|Q13153;T212-p;u|P18615;S131-p;u|Q9BTC0;S1456-p;u|P29692;S86-p;u|P16949;S16-p;u|O94903;S244-p;u|O15372;S290-p;u|P46459;S207-p;u|O14737;S42-p;u|P62805;S48-p;u|Q14566;S271-p;u|P98179;S147-p;u|Q01813;S386-p;u|P51858;S107-p;u|Q96T58;S1268-p;u|Q9C0C2;S893-p;u|Q7KZF4;S150-p;u|P23588;S359-p;u|O94804;S454-p;u|Q9C0C2;S872-p;u|P18669;S118-p;u|Q13153;S204-p;u,1.9799000025
KINASE-iKiP_NUAK2,17.7,0.0999963578,Q9Y580;S136-p;u|P31943;S23-p;u|O43399;S21-p;u|Q7LBC6;S766-p;u|Q92609;S541-p;u|O60447;S689-p;u|P05387;S17-p;u|P55010;S10-p;u|P43490;S472-p;u|Q9H0H5;S257-p;u|Q9Y4B5;S1385-p;u|P13798;S187-p;u|P04406;T153-p;u|O95835;S464-p;u,2.4725000858
KINASE-iKiP_NLK,29,0.1191222571,P25789;S13-p;u|P57740;S11-p;u|P28066;S16-p;u|Q9H1A4;S355-p;u|P52292;S62-p;u|P40818;S392-p;u|O14745;S280-p;u|Q8WXI9;T120-p;u|P12268;S122-p;u|P49792;T1144-p;u|P51812;S715-p;u|Q15018;S280-p;u|Q09666;S41-p;u|Q15365;S190-p;u|Q8WXI9;S135-p;u|Q8N556;S668-p;u|P26640;S301-p;u|P53621;S173-p;u|P53396;S481-p;u|P52597;S104-p;u|P23396;T242-p;u|P32322;S301-p;u|Q9Y2X7;S362-p;u|Q9BSJ8;S1034-p;u|Q96EN8;S530-p;u|Q9UBE8;T298-p;u|O00178;S25-p;u|Q13501;S272-p;u|Q86WB0;S344-p;u|Q14258;S100-p;u|P06733;S263-p;u|Q9UHR4;S261-p;u|Q9Y4F1;S510-p;u|Q9Y5M8;S257-p;u|Q9NYB0;S203-p;u|Q6ZW49;S235-p;u|Q13501;T269-p;u|O75533;T223-p;u,2.5634000301
KINASE-iKiP_NIM1K,11.9,0.4785185185,Q13541;S112-p;u|O60749;S119-p;u|Q86WB0;S354-p;u|P04792;S176-p;u|Q9H3N1;S270-p;u|O94903;S244-p;u|P10398;S157-p;u|Q15185;S85-p;u|P55010;S10-p;u|Q9UKX7;S52-p;u|P43490;S472-p;u|Q15172;S49-p;u|Q9P265;S203-p;u|P14618;S100-p;u|Q9H0H5;S257-p;u|O60716;S230-p;u|Q9Y4X5;S517-p;u|Q9H910;S45-p;u|P13798;S187-p;u|Q9HD42;S101-p;u|Q7Z2W4;S492-p;u|P49327;S265-p;u,1.4024000168
